rodada;qtd_amostra;execucao;tmp_total;tmp_python;origem
0;1000;1;0.0291545391082764;0.00566697120666504;Python_Externo
0;1000;2;0.0252759456634521;0.00515341758728027;Python_Externo
0;1000;3;0.0261936187744141;0.00509381294250488;Python_Externo
0;1000;4;0.0264976024627686;0.00510835647583008;Python_Externo
0;1000;5;0.0264739990234375;0.00507569313049316;Python_Externo
0;1000;6;0.0263741016387939;0.00537848472595215;Python_Externo
0;1000;7;0.0263140201568604;0.0050053596496582;Python_Externo
0;1000;8;0.0252697467803955;0.00515913963317871;Python_Externo
0;1000;9;0.025324821472168;0.00490450859069824;Python_Externo
0;1000;10;0.0251519680023193;0.00484442710876465;Python_Externo
0;1000;11;0.0242300033569336;0.0048675537109375;Python_Externo
0;1000;12;0.0257604122161865;0.00449156761169434;Python_Externo
0;1000;13;0.0242958068847656;0.00453710556030273;Python_Externo
0;1000;14;0.0242805480957031;0.00455880165100098;Python_Externo
0;1000;15;0.0243940353393555;0.00474834442138672;Python_Externo
0;1000;16;0.0243566036224365;0.00457119941711426;Python_Externo
0;1000;17;0.0246031284332275;0.00458669662475586;Python_Externo
0;1000;18;0.0241708755493164;0.0043785572052002;Python_Externo
0;1000;19;0.0247137546539307;0.00451517105102539;Python_Externo
0;1000;20;0.0250420570373535;0.00453305244445801;Python_Externo
0;1000;21;0.0258963108062744;0.0045168399810791;Python_Externo
0;1000;22;0.0241899490356445;0.00480771064758301;Python_Externo
0;1000;23;0.0249872207641602;0.00473761558532715;Python_Externo
0;1000;24;0.0259034633636475;0.0045781135559082;Python_Externo
0;1000;25;0.0246894359588623;0.00459742546081543;Python_Externo
0;1000;26;0.0243504047393799;0.00442647933959961;Python_Externo
0;1000;27;0.0245382785797119;0.00462579727172852;Python_Externo
0;1000;28;0.0245730876922607;0.0047764778137207;Python_Externo
0;1000;29;0.024064302444458;0.00449585914611816;Python_Externo
0;1000;30;0.0241029262542725;0.00471258163452148;Python_Externo
0;1000;31;0.0240600109100342;0.00450801849365234;Python_Externo
0;1000;32;0.0243563652038574;0.00459766387939453;Python_Externo
0;1000;33;0.0243909358978271;0.00465655326843262;Python_Externo
0;1000;34;0.0246739387512207;0.00527572631835938;Python_Externo
0;1000;35;0.0271518230438232;0.00571012496948242;Python_Externo
0;1000;36;0.0242524147033691;0.00470232963562012;Python_Externo
0;1000;37;0.0244100093841553;0.00474882125854492;Python_Externo
0;1000;38;0.0244965553283691;0.00463366508483887;Python_Externo
0;1000;39;0.0240089893341064;0.00454616546630859;Python_Externo
0;1000;40;0.0259671211242676;0.00488591194152832;Python_Externo
0;1000;41;0.024522066116333;0.00463747978210449;Python_Externo
0;1000;42;0.0261130332946777;0.00481486320495605;Python_Externo
0;1000;43;0.0244755744934082;0.00482630729675293;Python_Externo
0;1000;44;0.0241355895996094;0.00447583198547363;Python_Externo
0;1000;45;0.0241947174072266;0.00448417663574219;Python_Externo
0;1000;46;0.0242500305175781;0.00457191467285156;Python_Externo
0;1000;47;0.0239949226379395;0.00459504127502441;Python_Externo
0;1000;48;0.0245494842529297;0.00462222099304199;Python_Externo
0;1000;49;0.0242767333984375;0.0046241283416748;Python_Externo
1;2000;0;0.0617139339447021;0.00770378112792969;Python_Externo
1;2000;1;0.0594420433044434;0.00614547729492188;Python_Externo
1;2000;2;0.0439620018005371;0.00559234619140625;Python_Externo
1;2000;3;0.0421702861785889;0.00531697273254395;Python_Externo
1;2000;4;0.0459275245666504;0.00601005554199219;Python_Externo
1;2000;5;0.0458321571350098;0.00573992729187012;Python_Externo
1;2000;6;0.0417814254760742;0.00538730621337891;Python_Externo
1;2000;7;0.042121410369873;0.00564765930175781;Python_Externo
1;2000;8;0.0418987274169922;0.00576353073120117;Python_Externo
1;2000;9;0.042109489440918;0.00566482543945313;Python_Externo
1;2000;10;0.041928768157959;0.00557565689086914;Python_Externo
1;2000;11;0.042494535446167;0.00562739372253418;Python_Externo
1;2000;12;0.0425355434417725;0.00591492652893066;Python_Externo
1;2000;13;0.0599269866943359;0.0059807300567627;Python_Externo
1;2000;14;0.0429258346557617;0.00568151473999023;Python_Externo
1;2000;15;0.0416312217712402;0.00533556938171387;Python_Externo
1;2000;16;0.0422699451446533;0.00583291053771973;Python_Externo
1;2000;17;0.0597565174102783;0.00605320930480957;Python_Externo
1;2000;18;0.0421385765075684;0.00542259216308594;Python_Externo
1;2000;19;0.0420918464660645;0.00563502311706543;Python_Externo
1;2000;20;0.0425601005554199;0.00573229789733887;Python_Externo
1;2000;21;0.0423552989959717;0.00560545921325684;Python_Externo
1;2000;22;0.041562557220459;0.00535321235656738;Python_Externo
1;2000;23;0.0416426658630371;0.005462646484375;Python_Externo
1;2000;24;0.0419363975524902;0.0058441162109375;Python_Externo
1;2000;25;0.0455379486083984;0.00572967529296875;Python_Externo
1;2000;26;0.0429589748382568;0.00577068328857422;Python_Externo
1;2000;27;0.0433547496795654;0.00632977485656738;Python_Externo
1;2000;28;0.046351432800293;0.00795459747314453;Python_Externo
1;2000;29;0.0430066585540771;0.00644016265869141;Python_Externo
1;2000;30;0.0440967082977295;0.00646448135375977;Python_Externo
1;2000;31;0.0431094169616699;0.00594139099121094;Python_Externo
1;2000;32;0.0426375865936279;0.00591564178466797;Python_Externo
1;2000;33;0.0424563884735107;0.00544238090515137;Python_Externo
1;2000;34;0.0419542789459229;0.00565743446350098;Python_Externo
1;2000;35;0.0419852733612061;0.00550198554992676;Python_Externo
1;2000;36;0.0419690608978271;0.00561833381652832;Python_Externo
1;2000;37;0.0451831817626953;0.00547337532043457;Python_Externo
1;2000;38;0.0418031215667725;0.00554037094116211;Python_Externo
1;2000;39;0.0435919761657715;0.00670552253723145;Python_Externo
1;2000;40;0.0658354759216309;0.00618433952331543;Python_Externo
1;2000;41;0.0489490032196045;0.00645709037780762;Python_Externo
1;2000;42;0.0611894130706787;0.00561285018920898;Python_Externo
1;2000;43;0.043449878692627;0.00545215606689453;Python_Externo
1;2000;44;0.0460648536682129;0.00578570365905762;Python_Externo
1;2000;45;0.0426011085510254;0.00573348999023438;Python_Externo
1;2000;46;0.0423924922943115;0.0057518482208252;Python_Externo
1;2000;47;0.0651466846466064;0.00589847564697266;Python_Externo
1;2000;48;0.0420665740966797;0.00541973114013672;Python_Externo
1;2000;49;0.0420451164245605;0.00521612167358398;Python_Externo
2;4000;0;0.0959432125091553;0.00607657432556152;Python_Externo
2;4000;1;0.0856454372406006;0.00780510902404785;Python_Externo
2;4000;2;0.0849063396453857;0.00717902183532715;Python_Externo
2;4000;3;0.0789163112640381;0.00631141662597656;Python_Externo
2;4000;4;0.0767080783843994;0.00578594207763672;Python_Externo
2;4000;5;0.0760164260864258;0.0056760311126709;Python_Externo
2;4000;6;0.0772662162780762;0.0062403678894043;Python_Externo
2;4000;7;0.0782885551452637;0.0059661865234375;Python_Externo
2;4000;8;0.0765252113342285;0.00630021095275879;Python_Externo
2;4000;9;0.0769138336181641;0.00570273399353027;Python_Externo
2;4000;10;0.076378345489502;0.00593996047973633;Python_Externo
2;4000;11;0.0770642757415771;0.0058295726776123;Python_Externo
2;4000;12;0.0825314521789551;0.0056455135345459;Python_Externo
2;4000;13;0.0759792327880859;0.0056922435760498;Python_Externo
2;4000;14;0.0774152278900146;0.00587797164916992;Python_Externo
2;4000;15;0.0764462947845459;0.00599050521850586;Python_Externo
2;4000;16;0.0762491226196289;0.00580620765686035;Python_Externo
2;4000;17;0.076833963394165;0.00691938400268555;Python_Externo
2;4000;18;0.0876786708831787;0.00925636291503906;Python_Externo
2;4000;19;0.0786619186401367;0.00679683685302734;Python_Externo
2;4000;20;0.0759742259979248;0.0058138370513916;Python_Externo
2;4000;21;0.0826120376586914;0.00607943534851074;Python_Externo
2;4000;22;0.0762152671813965;0.00575423240661621;Python_Externo
2;4000;23;0.0764367580413818;0.00567245483398438;Python_Externo
2;4000;24;0.0762052536010742;0.00587010383605957;Python_Externo
2;4000;25;0.0773360729217529;0.00593209266662598;Python_Externo
2;4000;26;0.076735258102417;0.00626301765441895;Python_Externo
2;4000;27;0.0763397216796875;0.0056912899017334;Python_Externo
2;4000;28;0.0762968063354492;0.00578975677490234;Python_Externo
2;4000;29;0.0768139362335205;0.00662112236022949;Python_Externo
2;4000;30;0.0952074527740479;0.00601458549499512;Python_Externo
2;4000;31;0.0776569843292236;0.00581717491149902;Python_Externo
2;4000;32;0.0768735408782959;0.00648260116577148;Python_Externo
2;4000;33;0.105774402618408;0.00541090965270996;Python_Externo
2;4000;34;0.0906136035919189;0.0092470645904541;Python_Externo
2;4000;35;0.0885648727416992;0.00663089752197266;Python_Externo
2;4000;36;0.087350606918335;0.0061640739440918;Python_Externo
2;4000;37;0.0862960815429688;0.00596356391906738;Python_Externo
2;4000;38;0.0870935916900635;0.00584554672241211;Python_Externo
2;4000;39;0.0872182846069336;0.00566649436950684;Python_Externo
2;4000;40;0.0865147113800049;0.00585746765136719;Python_Externo
2;4000;41;0.0863049030303955;0.0056004524230957;Python_Externo
2;4000;42;0.0874638557434082;0.0059211254119873;Python_Externo
2;4000;43;0.0877537727355957;0.00571393966674805;Python_Externo
2;4000;44;0.0870957374572754;0.00565266609191895;Python_Externo
2;4000;45;0.0884795188903809;0.00578546524047852;Python_Externo
2;4000;46;0.0889315605163574;0.00574207305908203;Python_Externo
2;4000;47;0.0897691249847412;0.0056767463684082;Python_Externo
2;4000;48;0.0865902900695801;0.00574541091918945;Python_Externo
2;4000;49;0.0866382122039795;0.00545191764831543;Python_Externo
3;8000;0;0.172374725341797;0.00855636596679688;Python_Externo
3;8000;1;0.167424440383911;0.00736546516418457;Python_Externo
3;8000;2;0.166248559951782;0.007659912109375;Python_Externo
3;8000;3;0.168134450912476;0.00775432586669922;Python_Externo
3;8000;4;0.167465686798096;0.00764966011047363;Python_Externo
3;8000;5;0.167667627334595;0.00713634490966797;Python_Externo
3;8000;6;0.166672468185425;0.00733017921447754;Python_Externo
3;8000;7;0.167188405990601;0.0079643726348877;Python_Externo
3;8000;8;0.16829514503479;0.0075843334197998;Python_Externo
3;8000;9;0.167985916137695;0.00804543495178223;Python_Externo
3;8000;10;0.171239137649536;0.0115351676940918;Python_Externo
3;8000;11;0.170114517211914;0.00789141654968262;Python_Externo
3;8000;12;0.171083688735962;0.00767660140991211;Python_Externo
3;8000;13;0.167076349258423;0.00755810737609863;Python_Externo
3;8000;14;0.166831731796265;0.00740146636962891;Python_Externo
3;8000;15;0.18287205696106;0.00743699073791504;Python_Externo
3;8000;16;0.167611122131348;0.00789928436279297;Python_Externo
3;8000;17;0.168035984039307;0.00775146484375;Python_Externo
3;8000;18;0.170500993728638;0.00753235816955566;Python_Externo
3;8000;19;0.16774845123291;0.00767374038696289;Python_Externo
3;8000;20;0.170142889022827;0.00777697563171387;Python_Externo
3;8000;21;0.168505907058716;0.00782251358032227;Python_Externo
3;8000;22;0.171292543411255;0.00867509841918945;Python_Externo
3;8000;23;0.167904376983643;0.00751113891601563;Python_Externo
3;8000;24;0.167243957519531;0.00779509544372559;Python_Externo
3;8000;25;0.168888568878174;0.00732660293579102;Python_Externo
3;8000;26;0.167027950286865;0.00763344764709473;Python_Externo
3;8000;27;0.167207717895508;0.00812625885009766;Python_Externo
3;8000;28;0.166650772094727;0.00740289688110352;Python_Externo
3;8000;29;0.165824174880981;0.00742793083190918;Python_Externo
3;8000;30;0.168380975723267;0.00747823715209961;Python_Externo
3;8000;31;0.169772386550903;0.00822091102600098;Python_Externo
3;8000;32;0.167731046676636;0.00754904747009277;Python_Externo
3;8000;33;0.167224407196045;0.00723719596862793;Python_Externo
3;8000;34;0.167376756668091;0.0074000358581543;Python_Externo
3;8000;35;0.172870874404907;0.00736069679260254;Python_Externo
3;8000;36;0.166720151901245;0.00762534141540527;Python_Externo
3;8000;37;0.181530714035034;0.00784111022949219;Python_Externo
3;8000;38;0.183706760406494;0.00746798515319824;Python_Externo
3;8000;39;0.167383193969727;0.0072782039642334;Python_Externo
3;8000;40;0.166454553604126;0.00717782974243164;Python_Externo
3;8000;41;0.165983200073242;0.00731229782104492;Python_Externo
3;8000;42;0.168280363082886;0.00762057304382324;Python_Externo
3;8000;43;0.167848348617554;0.00739932060241699;Python_Externo
3;8000;44;0.17022180557251;0.00758099555969238;Python_Externo
3;8000;45;0.268060922622681;0.00846695899963379;Python_Externo
3;8000;46;0.172122478485107;0.00776243209838867;Python_Externo
3;8000;47;0.170561075210571;0.00716996192932129;Python_Externo
3;8000;48;1.7302107979776E+15;0.00723433494567871;Python_Externo
3;8000;49;0.186859846115112;0.00763916969299316;Python_Externo
4;16000;0;0.378190755844116;0.0412390232086182;Python_Externo
4;16000;1;0.315088987350464;0.0172066688537598;Python_Externo
4;16000;2;0.307244777679443;0.016834020614624;Python_Externo
4;16000;3;0.295965433120728;0.0149996280670166;Python_Externo
4;16000;4;0.296088457107544;0.0135736465454102;Python_Externo
4;16000;5;0.29596996307373;0.0149397850036621;Python_Externo
4;16000;6;0.297457218170166;0.0156822204589844;Python_Externo
4;16000;7;0.298353672027588;0.0146341323852539;Python_Externo
4;16000;8;0.298442363739014;0.016101598739624;Python_Externo
4;16000;9;0.297138929367065;0.0147552490234375;Python_Externo
4;16000;10;0.294336080551147;0.013383150100708;Python_Externo
4;16000;11;0.296412467956543;0.0137593746185303;Python_Externo
4;16000;12;0.299500942230225;0.0152099132537842;Python_Externo
4;16000;13;0.29505729675293;0.0135958194732666;Python_Externo
4;16000;14;0.299635410308838;0.0152506828308105;Python_Externo
4;16000;15;0.294549703598022;0.0134596824645996;Python_Externo
4;16000;16;0.295313119888306;0.0153241157531738;Python_Externo
4;16000;17;0.297384023666382;0.0162396430969238;Python_Externo
4;16000;18;0.295877933502197;0.0150671005249023;Python_Externo
4;16000;19;0.296550512313843;0.0152575969696045;Python_Externo
4;16000;20;0.297429800033569;0.0157294273376465;Python_Externo
4;16000;21;0.298272609710693;0.0146191120147705;Python_Externo
4;16000;22;0.298225402832031;0.0162713527679443;Python_Externo
4;16000;23;0.29255485534668;0.013709545135498;Python_Externo
4;16000;24;0.297899484634399;0.015782356262207;Python_Externo
4;16000;25;0.303935766220093;0.0148124694824219;Python_Externo
4;16000;26;0.295334339141846;0.0139238834381104;Python_Externo
4;16000;27;0.295917749404907;0.0150158405303955;Python_Externo
4;16000;28;0.295547485351563;0.0153701305389404;Python_Externo
4;16000;29;0.295554399490356;0.0154688358306885;Python_Externo
4;16000;30;0.29639196395874;0.0142331123352051;Python_Externo
4;16000;31;0.299651861190796;0.0155012607574463;Python_Externo
4;16000;32;0.296471357345581;0.0152046680450439;Python_Externo
4;16000;33;0.333282709121704;0.015397310256958;Python_Externo
4;16000;34;0.336592435836792;0.01535964012146;Python_Externo
4;16000;35;0.346413612365723;0.0156962871551514;Python_Externo
4;16000;36;0.328718900680542;0.0152709484100342;Python_Externo
4;16000;37;0.29762601852417;0.0147190093994141;Python_Externo
4;16000;38;0.295397043228149;0.0148007869720459;Python_Externo
4;16000;39;0.29530668258667;0.0147125720977783;Python_Externo
4;16000;40;0.295743465423584;0.0150682926177979;Python_Externo
4;16000;41;0.316308498382568;0.0164244174957275;Python_Externo
4;16000;42;0.294059753417969;0.0144586563110352;Python_Externo
4;16000;43;0.292555093765259;0.0147020816802979;Python_Externo
4;16000;44;0.292543172836304;0.0145819187164307;Python_Externo
4;16000;45;0.292237520217896;0.0145952701568604;Python_Externo
4;16000;46;0.29059886932373;0.0141541957855225;Python_Externo
4;16000;47;0.28929615020752;0.0145332813262939;Python_Externo
4;16000;48;0.291415452957153;0.0146360397338867;Python_Externo
4;16000;49;0.290466785430908;0.0146441459655762;Python_Externo
5;32000;0;0.601160287857056;0.0188455581665039;Python_Externo
5;32000;1;0.569937467575073;0.0172791481018066;Python_Externo
5;32000;2;0.569207191467285;0.0177159309387207;Python_Externo
5;32000;3;0.572057485580444;0.0194065570831299;Python_Externo
5;32000;4;0.571767091751099;0.0170285701751709;Python_Externo
5;32000;5;0.568256616592407;0.0156419277191162;Python_Externo
5;32000;6;0.578179359436035;0.0168983936309814;Python_Externo
5;32000;7;0.568900108337402;0.016261100769043;Python_Externo
5;32000;8;0.56883692741394;0.016141414642334;Python_Externo
5;32000;9;0.575286865234375;0.015533447265625;Python_Externo
5;32000;10;0.568081617355347;0.0162346363067627;Python_Externo
5;32000;11;0.569230794906616;0.0158760547637939;Python_Externo
5;32000;12;0.567811250686646;0.0161087512969971;Python_Externo
5;32000;13;0.566875696182251;0.0155344009399414;Python_Externo
5;32000;14;0.573441028594971;0.0159499645233154;Python_Externo
5;32000;15;0.565633535385132;0.0154299736022949;Python_Externo
5;32000;16;0.567941188812256;0.0163593292236328;Python_Externo
5;32000;17;0.578165292739868;0.0178112983703613;Python_Externo
5;32000;18;0.569559574127197;0.0167000293731689;Python_Externo
5;32000;19;0.570344209671021;0.0160493850708008;Python_Externo
5;32000;20;0.570087432861328;0.0169210433959961;Python_Externo
5;32000;21;0.590172290802002;0.0164093971252441;Python_Externo
5;32000;22;0.565381288528442;0.0158145427703857;Python_Externo
5;32000;23;0.566190719604492;0.0159916877746582;Python_Externo
5;32000;24;0.568711519241333;0.0158858299255371;Python_Externo
5;32000;25;0.619574546813965;0.0158045291900635;Python_Externo
5;32000;26;0.567042112350464;0.0155456066131592;Python_Externo
5;32000;27;0.569974660873413;0.0165927410125732;Python_Externo
5;32000;28;0.567629814147949;0.0164551734924316;Python_Externo
5;32000;29;0.58002233505249;0.0162525177001953;Python_Externo
5;32000;30;0.567680835723877;0.0162522792816162;Python_Externo
5;32000;31;0.570046424865723;0.0156254768371582;Python_Externo
5;32000;32;0.567620515823364;0.0164580345153809;Python_Externo
5;32000;33;0.566043615341187;0.0157325267791748;Python_Externo
5;32000;34;0.566504716873169;0.0162301063537598;Python_Externo
5;32000;35;0.565677404403687;0.0159964561462402;Python_Externo
5;32000;36;0.568317413330078;0.0156464576721191;Python_Externo
5;32000;37;0.568401336669922;0.0154209136962891;Python_Externo
5;32000;38;0.566520929336548;0.0157790184020996;Python_Externo
5;32000;39;0.567206382751465;0.01589035987854;Python_Externo
5;32000;40;0.566018581390381;0.0157938003540039;Python_Externo
5;32000;41;0.566060304641724;0.0157046318054199;Python_Externo
5;32000;42;0.567913770675659;0.016986608505249;Python_Externo
5;32000;43;0.617732524871826;0.0156331062316895;Python_Externo
5;32000;44;0.567445755004883;0.0158700942993164;Python_Externo
5;32000;45;0.569597482681274;0.0170950889587402;Python_Externo
5;32000;46;0.569449901580811;0.0159869194030762;Python_Externo
5;32000;47;0.567769765853882;0.0166125297546387;Python_Externo
5;32000;48;0.567071676254272;0.0157818794250488;Python_Externo
5;32000;49;0.568260669708252;0.0163369178771973;Python_Externo
6;64000;0;1.27781558036804;0.0271914005279541;Python_Externo
6;64000;1;1.15515923500061;0.0240917205810547;Python_Externo
6;64000;2;1.13067770004272;0.0208425521850586;Python_Externo
6;64000;3;1.13788485527039;0.0233173370361328;Python_Externo
6;64000;4;1.1519341468811;0.0212786197662354;Python_Externo
6;64000;5;1.17274951934814;0.021160364151001;Python_Externo
6;64000;6;1.24377965927124;0.0230929851531982;Python_Externo
6;64000;7;1.23537158966064;0.0212504863739014;Python_Externo
6;64000;8;1.15047430992126;0.021751880645752;Python_Externo
6;64000;9;1.169025182724;0.0226666927337646;Python_Externo
6;64000;10;1.1332836151123;0.022925853729248;Python_Externo
6;64000;11;1.24385929107666;0.0229153633117676;Python_Externo
6;64000;12;1.13106083869934;0.0214128494262695;Python_Externo
6;64000;13;1.14662075042725;0.020688533782959;Python_Externo
6;64000;14;1.15495085716248;0.0216178894042969;Python_Externo
6;64000;15;1.15170383453369;0.0212936401367188;Python_Externo
6;64000;16;1.17191028594971;0.0220520496368408;Python_Externo
6;64000;17;1.22157287597656;0.0222337245941162;Python_Externo
6;64000;18;1.15596580505371;0.0222461223602295;Python_Externo
6;64000;19;1.14238476753235;0.0222976207733154;Python_Externo
6;64000;20;1.15652585029602;0.0212705135345459;Python_Externo
6;64000;21;1.13646268844604;0.0216813087463379;Python_Externo
6;64000;22;1.15320420265198;0.0219376087188721;Python_Externo
6;64000;23;1.14007568359375;0.0217437744140625;Python_Externo
6;64000;24;1.23268175125122;0.021775484085083;Python_Externo
6;64000;25;1.24593091011047;0.0212647914886475;Python_Externo
6;64000;26;1.13451671600342;0.0215587615966797;Python_Externo
6;64000;27;1.1582887172699;0.0217463970184326;Python_Externo
6;64000;28;1.1522479057312;0.0217924118041992;Python_Externo
6;64000;29;1.14754223823547;0.0223715305328369;Python_Externo
6;64000;30;1.15690517425537;0.0220952033996582;Python_Externo
6;64000;31;1.14827108383179;0.0223703384399414;Python_Externo
6;64000;32;1.17606592178345;0.0234155654907227;Python_Externo
6;64000;33;1.15072870254517;0.0251994132995605;Python_Externo
6;64000;34;1.14989852905273;0.0229012966156006;Python_Externo
6;64000;35;1.15113472938538;0.0210869312286377;Python_Externo
6;64000;36;1.15267729759216;0.0218281745910645;Python_Externo
6;64000;37;1.13642263412476;0.0215132236480713;Python_Externo
6;64000;38;1.23393082618713;0.0214407444000244;Python_Externo
6;64000;39;1.13159918785095;0.0216257572174072;Python_Externo
6;64000;40;1.12737202644348;0.0213174819946289;Python_Externo
6;64000;41;1.23930978775024;0.0220811367034912;Python_Externo
6;64000;42;1.23537850379944;0.0218906402587891;Python_Externo
6;64000;43;1.12943935394287;0.0222370624542236;Python_Externo
6;64000;44;1.17118787765503;0.0222792625427246;Python_Externo
6;64000;45;1.13316106796265;0.0216646194458008;Python_Externo
6;64000;46;1.12920212745667;0.0221579074859619;Python_Externo
6;64000;47;1.12981796264648;0.0221507549285889;Python_Externo
6;64000;48;1.23812341690063;0.022796630859375;Python_Externo
6;64000;49;1.13492345809937;0.0221765041351318;Python_Externo
7;128000;0;2.31611657142639;0.0444016456604004;Python_Externo
7;128000;1;2.27382636070251;0.0442938804626465;Python_Externo
7;128000;2;2.26312708854675;0.0404040813446045;Python_Externo
7;128000;3;2.27828454971313;0.0367610454559326;Python_Externo
7;128000;4;2.29505395889282;0.0377497673034668;Python_Externo
7;128000;5;2.30658650398254;0.0390019416809082;Python_Externo
7;128000;6;2.37047553062439;0.0385029315948486;Python_Externo
7;128000;7;2.25476741790771;0.037463903427124;Python_Externo
7;128000;8;2.56334090232849;0.0440802574157715;Python_Externo
7;128000;9;2.42747378349304;0.0360291004180908;Python_Externo
7;128000;10;2.45226073265076;0.0417947769165039;Python_Externo
7;128000;11;2.25431275367737;0.0361459255218506;Python_Externo
7;128000;12;2.46290445327759;0.038067102432251;Python_Externo
7;128000;13;2.32196712493896;0.0359876155853271;Python_Externo
7;128000;14;2.49235534667969;0.0417025089263916;Python_Externo
7;128000;15;2.25320816040039;0.0380282402038574;Python_Externo
7;128000;16;2.40690994262695;0.0355744361877441;Python_Externo
7;128000;17;2.47150611877441;0.0390284061431885;Python_Externo
7;128000;18;2.25784587860107;0.0362746715545654;Python_Externo
7;128000;19;2.44656944274902;0.0362422466278076;Python_Externo
7;128000;20;2.25945973396301;0.0360584259033203;Python_Externo
7;128000;21;2.25185561180115;0.0356740951538086;Python_Externo
7;128000;22;2.27956795692444;0.0358891487121582;Python_Externo
7;128000;23;2.26091122627258;0.0357835292816162;Python_Externo
7;128000;24;2.46360111236572;0.0353925228118896;Python_Externo
7;128000;25;2.25992822647095;0.0356049537658691;Python_Externo
7;128000;26;2.46521019935608;0.0354392528533936;Python_Externo
7;128000;27;2.42131090164185;0.0364377498626709;Python_Externo
7;128000;28;2.25217080116272;0.0351996421813965;Python_Externo
7;128000;29;2.4695086479187;0.0357186794281006;Python_Externo
7;128000;30;2.36018800735474;0.0440263748168945;Python_Externo
7;128000;31;2.49620485305786;0.0465428829193115;Python_Externo
7;128000;32;2.44179964065552;0.0459091663360596;Python_Externo
7;128000;33;2.37237882614136;0.0426301956176758;Python_Externo
7;128000;34;2.37479662895203;0.0434207916259766;Python_Externo
7;128000;35;2.36139178276062;0.0440306663513184;Python_Externo
7;128000;36;2.49378204345703;0.0436451435089111;Python_Externo
7;128000;37;2.41586661338806;0.0425751209259033;Python_Externo
7;128000;38;2.34726858139038;0.0441484451293945;Python_Externo
7;128000;39;2.34755182266235;0.0419535636901855;Python_Externo
7;128000;40;2.33158135414124;0.0425930023193359;Python_Externo
7;128000;41;2.3480703830719;0.0546855926513672;Python_Externo
7;128000;42;2.31553769111633;0.0424456596374512;Python_Externo
7;128000;43;2.32436275482178;0.0426006317138672;Python_Externo
7;128000;44;2.31932044029236;0.0417139530181885;Python_Externo
7;128000;45;2.31308674812317;0.0418655872344971;Python_Externo
7;128000;46;2.31168293952942;0.0475172996520996;Python_Externo
7;128000;47;2.43235802650452;0.0467121601104736;Python_Externo
7;128000;48;2.37168169021606;0.042776346206665;Python_Externo
7;128000;49;2.28477907180786;0.0424118041992188;Python_Externo
8;256000;0;4.67635869979858;0.057208776473999;Python_Externo
8;256000;1;4.69236660003662;0.0796506404876709;Python_Externo
8;256000;2;5.15003776550293;0.0823912620544434;Python_Externo
8;256000;3;5.4228138923645;0.0708835124969482;Python_Externo
8;256000;4;4.81792688369751;0.0717728137969971;Python_Externo
8;256000;5;4.88140726089478;0.0724694728851318;Python_Externo
8;256000;6;4.73758888244629;0.0760507583618164;Python_Externo
8;256000;7;4.6298999786377;0.0654425621032715;Python_Externo
8;256000;8;4.5701060295105;0.0581941604614258;Python_Externo
8;256000;9;4.57251024246216;0.0640747547149658;Python_Externo
8;256000;10;4.54509305953979;0.0646440982818604;Python_Externo
8;256000;11;4.52966547012329;0.0622603893280029;Python_Externo
8;256000;12;4.57185745239258;0.0624556541442871;Python_Externo
8;256000;13;4.5091700553894;0.0581254959106445;Python_Externo
8;256000;14;4.54589366912842;0.0576841831207275;Python_Externo
8;256000;15;4.49560499191284;0.0567858219146729;Python_Externo
8;256000;16;4.53430700302124;0.0584969520568848;Python_Externo
8;256000;17;4.50859260559082;0.05660080909729;Python_Externo
8;256000;18;4.51383495330811;0.0595760345458984;Python_Externo
8;256000;19;4.50169277191162;0.0568969249725342;Python_Externo
8;256000;20;4.51186656951904;0.0583992004394531;Python_Externo
8;256000;21;4.49123382568359;0.0564532279968262;Python_Externo
8;256000;22;4.51965284347534;0.0593881607055664;Python_Externo
8;256000;23;4.83365058898926;0.0675861835479736;Python_Externo
8;256000;24;4.83323097229004;0.0716378688812256;Python_Externo
8;256000;25;4.73691320419312;0.0689249038696289;Python_Externo
8;256000;26;4.74125289916992;0.0700383186340332;Python_Externo
8;256000;27;4.70579767227173;0.0685198307037354;Python_Externo
8;256000;28;4.67172765731812;0.0622100830078125;Python_Externo
8;256000;29;4.59965133666992;0.057762622833252;Python_Externo
8;256000;30;4.55975008010864;0.0578010082244873;Python_Externo
8;256000;31;4.56603384017944;0.0566463470458984;Python_Externo
8;256000;32;4.58959865570068;0.0578603744506836;Python_Externo
8;256000;33;4.55341005325317;0.0564334392547607;Python_Externo
8;256000;34;4.53995418548584;0.057776927947998;Python_Externo
8;256000;35;4.56513833999634;0.0566823482513428;Python_Externo
8;256000;36;4.56001472473145;0.0577538013458252;Python_Externo
8;256000;37;4.53812646865845;0.0566630363464355;Python_Externo
8;256000;38;4.52436971664429;0.0582189559936523;Python_Externo
8;256000;39;4.53679037094116;0.0569331645965576;Python_Externo
8;256000;40;4.75894975662231;0.0597999095916748;Python_Externo
8;256000;41;4.52453184127808;0.0568699836730957;Python_Externo
8;256000;42;4.5287070274353;0.0577621459960938;Python_Externo
8;256000;43;4.5007004737854;0.0562646389007568;Python_Externo
8;256000;44;4.51686143875122;0.0585567951202393;Python_Externo
8;256000;45;4.51572322845459;0.0572292804718018;Python_Externo
8;256000;46;4.55458068847656;0.0574464797973633;Python_Externo
8;256000;47;4.50274896621704;0.0566978454589844;Python_Externo
